Cognome,Nome,Squadra,Posizione,Partite Giocate,Tiri Totali,Gol Totali,Tiri Sbagliati,Gol Azione,Gol Rigore,Percentuale Realizzazione,Assist,Falli Tecnici,Intercetti,Blocchi,Cartellino Giallo,2 Minuti,Cartellino Rosso,Cartellino Blu,Stagione,Categoria
Karle,Felix,WÖW,Ala Destra,36,68,46,22,46,0,0.6765000000000001,2,1,6,0,0,3,0,0,20/21,B
Kovacic,David,WÖW,Pivot,34,64,46,18,46,0,0.7188,8,19,1,3,12,17,0,0,20/21,B
Schult,Jan,VFL,Terzino Sinistro,23,92,45,47,45,0,0.4891,16,19,2,4,6,5,0,0,20/21,B
Schlaich,Fabian,KON,Ala Sinistra,23,68,45,23,45,0,0.6618,3,9,3,2,1,3,0,0,20/21,B
Emanuel,Oskar,ELB,Terzino Destro,36,73,44,29,44,0,0.6027,14,16,2,2,2,3,0,0,20/21,B
Meinhardt,Malte,GUM,Ala Sinistra,36,75,44,31,44,0,0.5867,1,10,2,0,1,2,0,0,20/21,B
Kneer,Stefan,TVH,Terzino Sinistro,24,86,43,43,43,0,0.5,15,10,2,5,5,14,0,0,20/21,B
Hausmann,Jannik,HSV,Ala Destra,27,68,43,25,42,1,0.6324000000000001,29,20,2,5,8,7,0,0,20/21,B
Rentschler,Patrick,SGB,Pivot,32,55,43,12,43,0,0.7818,10,14,9,23,9,11,1,0,20/21,B
Speckmann,Jan-Eric,NLB,Ala Sinistra,36,58,43,15,40,3,0.7414000000000001,1,4,4,0,0,0,0,0,20/21,B
Czako,Aron,KON,Ala Sinistra,34,57,43,14,43,0,0.7544,3,2,7,0,1,4,0,0,20/21,B
Kolk,Paul,TVE,Ala Sinistra,35,61,42,19,42,0,0.6884999999999999,3,10,11,0,0,2,0,0,20/21,B
Jaeger,Felix,KON,Terzino Sinistro,25,74,42,32,42,0,0.5676,16,9,3,1,4,6,0,0,20/21,B
Siegler,Lukas,WÖW,Terzino Sinistro,20,63,40,23,40,0,0.6349,12,14,4,2,5,3,0,0,20/21,B
Rubino Fernandez,Alex,ASV,Ala Sinistra,36,61,40,21,40,0,0.6557,2,2,8,1,0,4,0,0,20/21,B
Mast,Tim,DOR,Ala Sinistra,25,54,40,14,40,0,0.7406999999999999,3,2,2,0,1,1,0,0,20/21,B
Schroter,Tobias,GUM,Ala Destra,33,56,39,17,35,4,0.6964,12,6,8,2,2,2,0,0,20/21,B
Becvar,Roman,NLB,Centrale,35,61,39,22,37,2,0.6393,53,25,3,1,3,3,1,0,20/21,B
Kozul,Matej,WHV,Pivot,33,71,39,32,39,0,0.5493,30,22,4,15,15,14,1,0,20/21,B
Meinzer,Sebastian,FFB,Terzino Sinistro,32,69,39,30,39,0,0.5652,12,14,2,0,3,8,0,0,20/21,B
Pfeifer,Alexander,TVG,Ala Sinistra,36,58,39,19,39,0,0.6724,1,5,2,0,3,6,0,0,20/21,B
Stavast,Ivar,ELB,Centrale,26,72,38,34,38,0,0.5278,37,20,2,1,3,9,0,0,20/21,B
De la Pena,Juan,SGB,Centrale,33,69,37,32,37,0,0.5362,48,20,9,8,8,6,1,0,20/21,B
Juan Antonio Viciano Sario,,FER,Terzino Sinistro,29,80,36,44,36,0,0.45,15,15,1,0,1,0,0,0,20/21,B
Hubscher,Robin,TVH,Ala Sinistra,30,50,36,14,32,4,0.72,6,4,1,0,0,5,0,0,20/21,B
Klasmann,Christopher,FER,Terzino Sinistro,24,94,36,58,34,2,0.3829999999999999,30,20,1,1,0,1,0,0,20/21,B
Janssen,Robin,TVE,Terzino Sinistro,20,62,36,26,36,0,0.5806,30,10,5,2,3,6,0,0,20/21,B
Spiekermann,David Mirko,ASV,Terzino Sinistro,33,85,36,49,36,0,0.4235,25,11,0,0,2,6,0,0,20/21,B
Slachta,Petr,AUE,Pivot,36,50,36,14,36,0,0.72,12,7,18,39,6,14,1,0,20/21,B
Gertges,Jonas,HSV,Ala Sinistra,36,52,35,17,33,2,0.6731,3,2,6,0,0,2,0,0,20/21,B
Nowatzki,Maximilian,TVE,Terzino Destro,32,66,34,32,33,1,0.5152,39,17,1,2,2,7,2,0,20/21,B
Weit,Dennis,TVG,Centrale,35,57,32,25,19,13,0.5614,13,12,1,3,2,2,0,0,20/21,B
Jungemann,Philip,ELB,Pivot,32,45,32,13,32,0,0.7111,16,15,7,21,17,25,1,0,20/21,B
Rudiger,Tim,FER,Ala Destra,34,47,32,15,30,2,0.6809000000000001,1,3,0,1,0,0,0,0,20/21,B
Borschel,Johannes,FFB,Pivot,36,41,32,9,32,0,0.7805,2,3,0,0,0,0,0,0,20/21,B
Knezevic,David,KON,Terzino Sinistro,36,66,32,34,32,0,0.4847999999999999,17,17,1,1,0,2,0,0,20/21,B
Seesing,Aron,DOR,Pivot,28,43,31,12,31,0,0.7209,5,9,8,4,3,8,0,0,20/21,B
Spiess,Lars,TVG,Terzino Sinistro,36,59,30,29,30,0,0.5085000000000001,37,17,8,32,17,28,1,0,20/21,B
Bielzer,Tim,DES,Pivot,36,43,30,13,30,0,0.6977,5,14,1,10,8,12,1,0,20/21,B
Bagaric,Marko,NLB,Terzino Sinistro,36,47,30,17,30,0,0.6383,40,17,1,46,22,28,1,0,20/21,B
Prestele,Tobias,FFB,Pivot,32,43,29,14,29,0,0.6744,8,8,5,5,20,28,3,0,20/21,B
Schrader,Janik,VFL,Terzino Destro,35,50,29,21,24,5,0.58,29,17,1,0,2,7,0,0,20/21,B
Kasal,Michal,ELB,Terzino Sinistro,28,75,29,46,29,0,0.3867,13,7,0,14,6,14,0,0,20/21,B
Pretzewofsky,Jan,ASV,Ala Destra,26,44,28,16,28,0,0.6364,1,6,0,0,1,3,0,0,20/21,B
Meyer,Philipp,WÖW,Pivot,34,43,28,15,28,0,0.6512,9,7,14,18,13,31,3,0,20/21,B
Beciri,Kristian,EIS,Pivot,12,38,28,10,28,0,0.7368000000000001,7,15,7,13,4,6,1,0,20/21,B
Fanger,Julius,GUM,Centrale,30,45,28,17,27,1,0.6222,7,17,0,0,0,1,0,0,20/21,B
Stotz,Michel,KON,Pivot,36,37,27,10,27,0,0.7297,5,6,2,9,11,23,1,0,20/21,B
Sudmeier,Soren,ASV,Centrale,8,45,26,19,26,0,0.5778,11,12,1,1,0,1,0,0,20/21,B
Maier-Hasselmann,Fabian,KON,Ala Destra,24,39,26,13,26,0,0.6667000000000001,0,0,1,0,0,3,0,0,20/21,B
Kontrec,Tin,GUM,Pivot,36,39,26,13,26,0,0.6667000000000001,12,15,6,20,18,28,3,0,20/21,B
Haseler,Mathis,GUM,Ala Destra,25,37,26,11,18,8,0.7027,2,2,3,0,1,1,0,0,20/21,B
Ohler,Max,SGB,Ala Sinistra,36,53,25,28,22,3,0.4717,15,8,0,6,5,6,0,0,20/21,B
Pechy,Lukas,FER,Ala Sinistra,27,40,25,15,25,0,0.625,2,6,3,0,0,5,0,0,20/21,B
Maretic,Duje,WHV,Ala Destra,18,41,25,16,25,0,0.6098,1,8,2,1,1,5,0,0,20/21,B
Buschmann,Arseniy,ELB,Centrale,27,45,24,21,24,0,0.5333,19,17,4,2,2,8,0,0,20/21,B
Schneider,Nico,AUE,Terzino Sinistro,32,44,24,20,24,0,0.5455,11,12,2,1,7,12,0,0,20/21,B
Persson,Jorn,DES,Centrale,36,39,24,15,24,0,0.6154,11,13,1,1,0,5,0,0,20/21,B
Waschul,Martin,VFL,Centrale,36,36,23,13,23,0,0.6389,12,10,7,18,22,37,4,0,20/21,B
Mubenzem,Dieudonne,TVH,Terzino Destro,34,72,23,49,23,0,0.3194,23,17,4,1,2,6,0,0,20/21,B
Bialowas,Yannik,WÖW,Ala Sinistra,19,48,23,25,21,2,0.4792,4,6,1,0,0,1,0,0,20/21,B
Kleineidam,Jan,HSV,Centrale,27,47,22,25,22,0,0.4681,20,9,2,0,3,3,0,0,20/21,B
Natsia,Snir,TVG,Pivot,19,31,21,10,21,0,0.6774,1,6,0,4,3,10,1,0,20/21,B
Reimer,Jan,DOR,Ala Destra,36,34,21,13,15,6,0.6175999999999999,2,3,1,0,0,4,0,0,20/21,B
Fujita,Ryuga,TVH,Ala Destra,36,31,21,10,21,0,0.6774,2,4,2,0,1,3,0,0,20/21,B
Quade,Henning,ELB,Pivot,29,25,20,5,20,0,0.8,1,2,0,0,1,0,0,0,20/21,B
Leindl,Alexander,FFB,Terzino Destro,9,36,20,16,20,0,0.5556,7,4,1,0,0,1,0,0,20/21,B
Kerst,Felix,FFB,Ala Sinistra,9,27,20,7,20,0,0.7406999999999999,0,0,1,0,0,1,0,0,20/21,B
Vorontsov,Evgeny,WHV,Ala Destra,15,33,19,14,15,4,0.5758,15,15,0,0,3,5,0,0,20/21,B
Iffert,Hannes,EIS,Pivot,28,26,19,7,19,0,0.7308,0,7,1,1,1,4,0,0,20/21,B
Juric,Antonio,DOR,Pivot,19,22,19,3,19,0,0.8636,1,10,2,0,2,7,0,0,20/21,B
Gugisch,Nils,ELB,Ala Destra,11,23,18,5,18,0,0.7826000000000001,1,1,2,0,0,0,0,0,20/21,B
Gliese,Lennart,DES,Terzino Destro,22,30,18,12,18,0,0.6,4,3,0,0,3,5,1,0,20/21,B
Damm,Julian,TVE,Pivot,34,24,18,6,18,0,0.75,0,5,1,1,2,7,0,0,20/21,B
Ulshofer,Jonas,EIS,Centrale,11,38,18,20,18,0,0.4736999999999999,14,7,3,0,0,2,0,0,20/21,B
Schluroff,Miro,WHV,Terzino Sinistro,7,28,17,11,17,0,0.6071,1,3,0,0,0,0,1,0,20/21,B
Misetic,Gabriel,WHV,Pivot,17,23,17,6,17,0,0.7391,0,4,1,2,4,4,0,0,20/21,B
Diebel,Niklas,FER,Terzino Sinistro,11,41,16,25,16,0,0.3902,10,6,1,3,1,0,0,0,20/21,B
Neumann,Nicolas,DES,Ala Sinistra,20,33,16,17,15,1,0.4847999999999999,0,5,0,0,0,4,0,0,20/21,B
Potratz,Mattis,VFL,Ala Sinistra,36,33,16,17,16,0,0.4847999999999999,1,4,1,0,1,3,0,0,20/21,B
Glabisch,Thees,VFL,Ala Sinistra,7,24,15,9,15,0,0.625,1,1,0,0,0,0,0,0,20/21,B
Boschen,Nils,SGB,Pivot,30,20,15,5,15,0,0.75,0,1,0,5,1,7,0,0,20/21,B
Wendel,Samuel,KON,Ala Sinistra,21,29,15,14,15,0,0.5172,2,3,1,0,1,1,0,0,20/21,B
Kiesler,Tom,GUM,Terzino Sinistro,30,25,15,10,15,0,0.6,9,13,7,1,0,2,0,0,20/21,B
Urban,Mario,SGB,Ala Destra,32,29,15,14,15,0,0.5172,1,1,1,1,1,6,0,0,20/21,B
Obranovic,Andrej,EIS,Terzino Sinistro,36,42,15,27,15,0,0.3571,14,12,3,10,10,9,2,0,20/21,B
Fuchs,Markus,ASV,Terzino Sinistro,33,26,14,12,14,0,0.5385,17,4,4,43,14,19,0,0,20/21,B
Bohm,Lukas,WÖW,Terzino Destro,27,31,14,17,14,0,0.4515999999999999,6,9,3,2,1,4,0,0,20/21,B
Messerschmidt,Lino,TVG,Pivot,19,22,14,8,14,0,0.6364,2,5,0,4,5,5,0,0,20/21,B
Lindenstruth,Marvin,TVH,Centrale,19,17,14,3,14,0,0.8234999999999999,3,3,4,3,2,7,0,0,20/21,B
Weber,Patrick,FER,Terzino Sinistro,9,29,13,16,13,0,0.4483,4,6,0,0,0,0,0,0,20/21,B
Pavlicek,Tomas,DES,Ala Destra,15,21,13,8,13,0,0.619,0,0,1,0,0,4,1,0,20/21,B
Nissen,Marek,NLB,Terzino Sinistro,35,15,12,3,12,0,0.8,7,7,0,4,1,7,0,0,20/21,B
Kornecki,Hubert,TVE,Terzino Sinistro,23,22,12,10,11,1,0.5455,12,9,3,1,4,4,0,0,20/21,B
Iliopoulos,Efthymios,DOR,Terzino Destro,19,27,11,16,11,0,0.4074,3,6,0,0,0,0,0,0,20/21,B
Jurisic,David,WHV,Terzino Destro,16,28,11,17,11,0,0.3928999999999999,2,5,0,1,1,1,0,0,20/21,B
Feit,Thore,HSV,Pivot,35,15,11,4,11,0,0.7333,1,5,0,0,1,8,0,0,20/21,B
Mundus,Marvin,NLB,Centrale,35,18,10,8,10,0,0.5556,4,5,0,0,0,0,0,0,20/21,B
Mojzis,Jan,TVE,Pivot,36,13,10,3,10,0,0.7692,0,8,2,11,12,17,2,0,20/21,B
Hagitte,Benedikt,FFB,Terzino Destro,24,15,10,5,10,0,0.6667000000000001,1,1,2,1,1,2,0,0,20/21,B
Skroblien,Linus,DOR,Centrale,22,18,10,8,10,0,0.5556,6,6,2,0,1,4,0,0,20/21,B
Schoesse,Florian,ASV,Centrale,24,19,10,9,10,0,0.5263,6,7,0,0,1,3,0,0,20/21,B
Lux,Kevin,AUE,Pivot,20,13,9,4,9,0,0.6923,3,2,0,19,10,29,4,1,20/21,B
Huber,Gianni,FFB,Ala Destra,33,23,9,14,9,0,0.3913,5,3,3,0,0,2,0,0,20/21,B
Dutschke,Jannik,AUE,Ala Sinistra,17,15,9,6,9,0,0.6,2,0,1,0,0,1,0,0,20/21,B
Criciotoiu,Bogdan Andre,NLB,Terzino Destro,13,16,8,8,8,0,0.5,6,3,0,2,0,1,0,0,20/21,B
Lehmann,Fabrice,WHV,Ala Destra,8,20,8,12,8,0,0.4,0,2,0,0,1,1,0,0,20/21,B
Neagu,Stefan Valentin,WÖW,Pivot,33,13,8,5,8,0,0.6154,1,2,1,1,3,9,1,0,20/21,B
Opitz,Phillip,TVH,Terzino Destro,17,13,8,5,8,0,0.6154,3,3,0,1,0,2,0,0,20/21,B
Gudat,Lars,ASV,Ala Destra,5,8,7,1,7,0,0.875,1,5,0,0,0,0,0,0,20/21,B
Noll,Pascal,DOR,Ala Sinistra,19,19,7,12,6,1,0.3684,0,2,1,0,0,1,0,0,20/21,B
Gorgen,Moritz,DOR,Ala Destra,15,8,7,1,7,0,0.875,3,5,1,0,1,1,0,0,20/21,B
Fick,Pelle Leo,HSV,Ala Destra,29,12,7,5,6,1,0.5832999999999999,0,1,0,0,0,0,0,0,20/21,B
Hagen,Melf,VFL,Centrale,27,16,7,9,7,0,0.4375,4,4,0,1,0,0,0,0,20/21,B
Hein,Paul,WHV,Centrale,9,8,7,1,7,0,0.875,1,2,0,0,0,1,0,0,20/21,B
Kruger,Felix,KON,Terzino Destro,36,20,6,14,6,0,0.3,5,4,3,5,0,2,0,0,20/21,B
Bransche,Hannes,TVG,Terzino Destro,36,25,6,19,6,0,0.24,12,12,2,3,0,3,0,0,20/21,B
Rehfus,Lucas,DOR,Terzino Sinistro,16,12,6,6,5,1,0.5,2,0,0,0,0,1,0,0,20/21,B
Ranke,Fynn,VFL,Pivot,6,7,5,2,5,0,0.7143,2,2,1,1,1,2,0,0,20/21,B
Schmidt,Daniel,DES,Pivot,33,11,5,6,5,0,0.4545,6,0,4,8,10,21,3,0,20/21,B
Hack,Benedikt,FFB,Ala Destra,4,7,5,2,5,0,0.7143,1,0,1,0,0,0,0,0,20/21,B
Riesner,Cedric,FFB,Pivot,15,9,5,4,5,0,0.5556,1,0,0,0,1,2,0,0,20/21,B
Wellner,Leon,ELB,Pivot,8,5,5,0,5,0,1.0,0,3,0,3,2,2,0,0,20/21,B
Mauch,Joel,KON,Centrale,8,9,5,4,5,0,0.5556,3,3,0,0,0,0,0,0,20/21,B
Demerza,Alexej,TVE,Terzino Sinistro,12,12,5,7,5,0,0.4167,1,0,0,1,0,2,0,0,20/21,B
Wilhelm,Christian,DOR,Pivot,1,6,5,1,5,0,0.8332999999999999,0,0,0,1,0,2,0,0,20/21,B
Jurdzs,Aivis,TVE,Terzino Sinistro,4,13,4,9,4,0,0.3077,4,2,0,1,0,0,0,0,20/21,B
Minerva,Jan Steffen,TVG,Portiere,36,7,4,3,4,0,0.5714,3,1,0,1,0,1,0,0,20/21,B
Maas,Sebastian,WHV,Ala Sinistra,9,8,4,4,4,0,0.5,0,2,0,0,0,1,0,0,20/21,B
Edvardsson,Aron Rafn,SGB,Portiere,35,7,4,3,4,0,0.5714,18,3,0,0,0,1,1,0,20/21,B
Hoffmann,Robin,ELB,Ala Destra,8,9,4,5,4,0,0.4443999999999999,1,1,0,1,0,0,0,0,20/21,B
Vogt,Dominik,HSV,Pivot,18,6,4,2,4,0,0.6667000000000001,0,3,0,1,2,7,1,0,20/21,B
Schroeder,Julius,AUE,Centrale,8,7,4,3,4,0,0.5714,2,3,0,0,0,2,0,0,20/21,B
Engelhardt,Alexander,ASV,Pivot,6,4,4,0,4,0,1.0,0,0,0,0,1,4,0,0,20/21,B
Haller,Robin,GUM,Terzino Sinistro,29,9,3,6,3,0,0.3333,1,3,0,0,0,1,0,0,20/21,B
Bartmann,Sven,DOR,Portiere,26,4,3,1,3,0,0.75,3,2,0,0,0,1,0,0,20/21,B
Murkoster,Justin,EIS,Pivot,4,5,3,2,3,0,0.6,0,0,0,1,1,2,0,0,20/21,B
Ebert,Pascal,AUE,Ala Sinistra,26,5,3,2,3,0,0.6,0,1,0,0,1,2,0,0,20/21,B
Urban,Lukas,SGB,Terzino Sinistro,21,3,3,0,3,0,1.0,0,0,0,0,0,0,0,0,20/21,B
Kikanovic,Luka,EIS,Terzino Sinistro,7,12,3,9,3,0,0.25,2,2,1,0,1,1,0,0,20/21,B
Michel,Linus,FER,Centrale,30,4,3,1,3,0,0.75,2,5,0,0,0,2,0,0,20/21,B
Voncina,Blaz,EIS,Portiere,36,6,3,3,3,0,0.5,9,2,3,0,0,0,0,0,20/21,B
Schwarz,Philipp,TVH,Ala Sinistra,16,8,3,5,3,0,0.375,0,1,1,0,0,0,0,0,20/21,B
Bombelka,Elias,AUE,Ala Destra,11,4,3,1,3,0,0.75,0,1,0,0,0,0,0,0,20/21,B
Kohrmann,Oliver,WHV,Centrale,3,3,2,1,2,0,0.6667000000000001,1,0,0,0,0,0,0,0,20/21,B
Huhnstock,Mario,ELB,Portiere,35,5,2,3,2,0,0.4,7,2,0,0,0,0,0,0,20/21,B
Puhle,Matthias,GUM,Portiere,35,2,2,0,2,0,1.0,14,2,0,0,0,0,0,0,20/21,B
Ambrosius,Philip,DES,Portiere,36,5,2,3,2,0,0.4,25,7,0,1,1,1,1,0,20/21,B
Mallwitz,Marino,WÖW,Portiere,35,2,2,0,2,0,1.0,11,3,0,0,1,1,0,0,20/21,B
Oehler,Michael,ELB,Terzino Sinistro,14,3,2,1,2,0,0.6667000000000001,6,2,1,4,4,4,0,0,20/21,B
Rozman,Tim,WHV,Terzino Destro,1,4,2,2,2,0,0.5,0,2,0,0,0,1,0,0,20/21,B
Mohs,Max,ELB,Portiere,33,2,2,0,2,0,1.0,1,3,0,0,0,0,0,0,20/21,B
Alaj,Armend,EIS,Ala Destra,27,6,2,4,2,0,0.3333,1,0,0,0,0,2,0,0,20/21,B
Adanir,Can,TVG,Portiere,31,2,2,0,2,0,1.0,0,0,0,0,0,1,0,0,20/21,B
Kirschner,Tristan,TVH,Ala Destra,3,2,2,0,2,0,1.0,0,0,0,0,0,0,0,0,20/21,B
Krause,Melf,ASV,Pivot,16,2,2,0,2,0,1.0,0,0,0,0,0,0,0,0,20/21,B
Saleh,Joshua,DES,Ala Destra,15,6,2,4,2,0,0.3333,0,4,0,0,0,0,0,0,20/21,B
Eickhoff,Bruno,GUM,Pivot,2,2,2,0,2,0,1.0,0,0,0,0,0,0,0,0,20/21,B
Luderschmid,Johannes,FFB,Terzino Destro,6,2,2,0,2,0,1.0,2,2,0,0,0,0,0,0,20/21,B
Rezar,Aljosa,NLB,Portiere,36,1,1,0,1,0,1.0,8,1,0,0,0,1,0,0,20/21,B
Koloper,Branimir,FER,Pivot,34,2,1,1,1,0,0.5,5,0,1,13,13,27,3,0,20/21,B
Plaue,Dominik,TVH,Portiere,36,2,1,1,1,0,0.5,1,0,0,0,0,0,0,0,20/21,B
Wolf,Maximilian,KON,Portiere,32,1,1,0,1,0,1.0,1,0,0,0,0,0,0,0,20/21,B
Sorg,Michel,FER,Terzino Destro,4,1,1,0,1,0,1.0,1,1,0,0,0,0,0,0,20/21,B
Roth,Felix,AUE,Ala Destra,22,2,1,1,1,0,0.5,0,1,0,0,0,0,0,0,20/21,B
Paske,Maurice,TVE,Portiere,36,3,1,2,1,0,0.3333,3,2,0,0,0,1,0,0,20/21,B
Wieser,Andreas,WÖW,Portiere,32,1,1,0,1,0,1.0,6,1,0,0,0,0,0,0,20/21,B
Hottgenroth,Tim,FER,Portiere,35,1,1,0,1,0,1.0,7,0,0,0,0,0,0,0,20/21,B
Topfer,Erik,AUE,Portiere,12,2,1,1,1,0,0.5,5,0,0,0,0,0,0,0,20/21,B
Kasch,Felix,VFL,Terzino Sinistro,5,5,1,4,1,0,0.2,1,1,0,0,0,0,0,0,20/21,B
Hassferter,Michael,KON,Portiere,34,4,1,3,1,0,0.25,7,2,0,0,0,0,0,0,20/21,B
Luderschmid,Michael,FFB,Portiere,35,5,1,4,1,0,0.2,3,1,0,0,0,0,0,0,20/21,B
Hanisch,Libor,DES,Pivot,4,2,1,1,1,0,0.5,2,1,1,2,2,2,0,0,20/21,B
Schauer,Franz,AUE,Terzino Sinistro,15,2,1,1,1,0,0.5,2,0,1,1,4,9,1,0,20/21,B
Valerio,Diogo,GUM,Portiere,36,1,1,0,1,0,1.0,0,0,0,0,0,0,0,0,20/21,B
Suljakovic,Anadin,AUE,Portiere,28,1,1,0,1,0,1.0,2,0,0,0,0,0,0,0,20/21,B
Kozubik,Vojta,AUE,Terzino Destro,5,1,1,0,1,0,1.0,0,0,0,0,0,0,0,0,20/21,B
Johannmeyer,Fynn,DOR,Terzino Destro,14,2,1,1,1,0,0.5,0,2,0,0,0,0,0,0,20/21,B
Jockel,Patrick,TVH,Pivot,29,4,1,3,1,0,0.25,0,0,0,4,0,1,0,0,20/21,B
Malek,Julian,DES,Portiere,34,2,1,1,1,0,0.5,1,0,0,0,0,0,0,0,20/21,B
Tsuyama,Hiromi,AUE,Centrale,23,4,1,3,0,1,0.25,0,1,0,0,0,0,0,0,20/21,B
Oberosler,Louis,FFB,Portiere,20,1,1,0,1,0,1.0,3,1,0,1,0,0,0,0,20/21,B
Blum,Matthis,DOR,Centrale,5,3,1,2,1,0,0.3333,0,0,0,0,0,0,0,0,20/21,B
Fehrenbach,Felix,KON,Ala Destra,8,2,1,1,1,0,0.5,0,0,0,0,0,1,0,0,20/21,B
Hoepfner,Noel Benjamin,TVH,Terzino Sinistro,3,2,1,1,1,0,0.5,0,1,0,0,0,0,0,0,20/21,B
Runkel,Fabio,ASV,Pivot,1,2,1,1,1,0,0.5,0,0,0,0,0,0,0,0,20/21,B
Viana,Gabriel,GUM,Ala Sinistra,2,3,1,2,1,0,0.3333,0,0,0,0,0,0,0,0,20/21,B
Vortmann,Jens,HSV,Portiere,35,0,0,0,0,0,0.0,6,2,0,0,1,1,0,0,20/21,B
Weber,Nikolai,TVH,Portiere,34,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,20/21,B
Lackovic,Blazenko,HSV,Terzino Sinistro,6,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,20/21,B
Puhl,Lucas,FER,Portiere,11,0,0,0,0,0,0.0,4,0,0,0,0,0,0,0,20/21,B
Klockmann,Dennis,VFL,Portiere,24,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,20/21,B
Maier,Jonas,HSV,Portiere,35,0,0,0,0,0,0.0,6,0,0,0,0,0,0,0,20/21,B
Zorb,Moritz,TVH,Pivot,1,0,0,0,0,0,0.0,1,2,0,1,0,0,0,0,20/21,B
Hanemann,Stefan,FFB,Portiere,30,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,20/21,B
Hertlein,Felix,ASV,Portiere,34,0,0,0,0,0,0.0,4,0,0,0,1,1,0,0,20/21,B
Mittendorf,Kai,KON,Centrale,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Peveling,Jan,HSV,Portiere,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Madert,Konstantin,TVE,Portiere,36,0,0,0,0,0,0.0,9,0,1,0,0,0,0,0,20/21,B
Broy,Matthias Jan,DOR,Portiere,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Broszinski,Jan Niklas,FER,Portiere,3,0,0,0,0,0,0.0,1,0,0,0,0,0,1,0,20/21,B
Petursson,Sveinbjorn,AUE,Portiere,36,0,0,0,0,0,0.0,11,1,0,0,1,0,0,0,20/21,B
Grunz,Angelo,WHV,Portiere,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Engelhardt,Jorg,VFL,Portiere,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Wesemann,Jan,ASV,Portiere,36,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,20/21,B
Juzbasic,Martin,DOR,Portiere,22,0,0,0,0,0,0.0,8,1,3,1,0,0,0,0,20/21,B
Hasenforther,Lasse,GUM,Portiere,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Haller,Christian,FFB,Centrale,2,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,20/21,B
Lehmann,Nick,SGB,Portiere,32,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,20/21,B
Sorg,Leon,FER,Terzino Sinistro,2,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,20/21,B
Franke,Luis,WÖW,Terzino Sinistro,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Kokoszka,Marcel,HSV,Portiere,16,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Stecken,Mathis,ASV,Portiere,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Volar,Kristian,EIS,Centrale,21,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Bojanic,Vladimir,WHV,Pivot,2,0,0,0,0,0,0.0,0,0,0,2,0,2,0,0,20/21,B
Herrmann,Lukas,KON,Portiere,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Simonsen,Christian Ole,DOR,Portiere,17,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,20/21,B
Borchert,Julian,VFL,Portiere,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Jepsen,Johannes,NLB,Portiere,22,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0,20/21,B
Eres,Ivan,WHV,Portiere,20,0,0,0,0,0,0.0,2,0,1,0,0,0,0,0,20/21,B
Conrad,Nils,VFL,Portiere,32,0,0,0,0,0,0.0,3,2,0,0,0,0,0,0,20/21,B
Bohne,Simon,TVH,Portiere,6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Eichberger,Thomas,EIS,Portiere,31,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,20/21,B
Winkler,Markus,FFB,Portiere,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Baranasic,Filip,DOR,Portiere,6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Hass,Alexander,VFL,Portiere,6,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,20/21,B
Schuster,Joe,GUM,Terzino Sinistro,8,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,20/21,B
Gores,Tom,ELB,Portiere,17,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,20/21,B
Noack,Marius,ELB,Portiere,19,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,20/21,B
Ebert,Moritz,KON,Portiere,10,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,20/21,B
Durica,Marin,FER,Portiere,34,0,0,0,0,0,0.0,5,1,0,0,0,0,0,0,20/21,B
